filename,category,course_number,course_title,session_number,session_date,session_content,session_learning_objectives,course_learning_objectives,lecturer
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,4,29 Aug,Quiz 1 (L1-2) (10%) & Lesson 3,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Salilrat
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,5,5 Sep,Lesson 3,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Salilrat
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,6,12 Sep,Lesson 4,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,7,19 Sep,Lesson 4,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,8,3 Oct,Lesson 5 (13:00-14:30),"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,9,10 Oct,Lesson 5+6,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,10,17 Oct,Lesson 6,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,11,24 Oct,Quiz 2 (L5-6) (10%) & Lesson 7,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,12,31 Oct,Lesson 7,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,13,7 Nov,Lesson 8,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Salilrat
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,14,14 Nov,Lesson 8,"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Salilrat
2223001 Japanese I.docx,Gen-Language,2223001 (Section 3),Japanese I,15,21 Nov,Quiz 3 (L5-8) (20%) (13:00-14:30) Interview exam (L5-8) (10%) (14:30-16:00),"1, 2","By the end of this course, students should be able to do the following:
1. Be able to use vocabulary, basic sentence patterns.
2. Be able to make an easy conversation about ordinary life.
Learning Contents/ Learning Schedule",Asadayuth
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,1,,Numbers & Linear Algebra,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,2,,Intro to Vectors,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,3,,Vector Algebra,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,4,,Intro to Matrices,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,5,,Matrix Algebra,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,6,,More Matrix Algebra,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,7,,Gaussian Elimination,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
"5602104-Entrepreneurial Maths-From Business to AI-S1,2024.docx",Core Technology,5602101,Mathematics for Applied Digital Intelligence,8,,Eigensystems,,"By the end of course, students should be able to do the following:
14.2 Learning Contents/ Learning Schedule
Integrat
14.3 Method
r Lectures & Discussion 60%
r Exercises 40%
14.4 Media
PowerPoint
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method:
Lectures & Tutorials
14.6 Evaluation
14.6.1 Midterm Exam 35 %
14.6.2 Final Exam 65%",Chris Dixon
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,1,2,Assessment of work or classroom activities,,,
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,2,3,Brainstorming and discussion of case study so that students learn to analyze and solve problems.,,,
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,3,4,Making a summary of the main points or Presentation of the results of the researching or the assigned tasks,,,
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,4,26-Aug-25,"HIWUTH: from MLP to RNN, GAN",14.1.2 Explain …,,Poomjai Nacaskul
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,5,2-Sep-25,HIWUTH: from Neocognitron to CNN,14.1.2 Explain …,,Poomjai Nacaskul
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,6,9-Sep-25,HIWUTH: from Word Embedding to Representation Learning,14.1.2 Explain …,,Poomjai Nacaskul
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,7,16-Sep-25,HIWUTH: from VAE to Encoder-Decoder Architecture,14.1.2 Explain …,,Poomjai Nacaskul
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,8,30-Sep-25,HIWUTH: from Transformers to GPT,14.1.2 Explain …,,Poomjai Nacaskul
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,9,7-Oct-25,HIWUTH: from GAN to Diffusion Models,14.1.2 Explain …,,Poomjai Nacaskul
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,10,14-Oct-25,Prompt Engineering & Chain-of-Thoughts,14.1.3 Build …,,Kongkan Kalakan
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,11,21-Oct-25,RAG & Agentic AI Workflow,14.1.3 Build …,,Kongkan Kalakan
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,12,28-Oct-25,n8n Workshop 1,14.1.3 Build …,,Kongkan Kalakan
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,13,4-Nov-25,n8n Workshop 2,14.1.3 Build …,,Kongkan Kalakan
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,14,14-Oct-25,Project Presentation/Discussion 1,14.1.3 Build …,,Kongkan Kalakan
[Autumn 2025]5602203 Gen AI Syllabus.docx,Core Technology,5602203,Generative AI - Literacy & Applications,15,19-Nov-25,Project Presentation/Discussion 2,14.1.3 Build …,,Kongkan Kalakan
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,1,"4,8 Aug",AI in Context - Introduction,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,2,"11, 15 Aug",AI in Culture & Python Colab Workshop. For Aug 11 I’ll record a video (public holiday),,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,3,"18,22 Aug",AI under the Hood - How Machine Learning Builds AI,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,4,"25,29 Aug",ML implementation - Python Colab Workshop,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,5,"1,5 Sep",How ML Works - Model Building Workflow,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,6,"8,12 Sep",ML Workflow Implementation - Python Colab Workshop,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,7,"15,19 Sep",GPT and LLM - Architecture and Algorithm,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,8,"29 Sep, 3 Oct",Retrieval Assisted Generation,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,9,"6,10 Oct","Prompt Engineering - ChatGPT, Python Colab Workshop",,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
5602301 - Applied Artificial Intelligence (Fall 2025) 2 sections.docx,Core Technology,5602301,Applied Artificial Intelligence,10,"13,17 Oct",Chatbots,,"By the end of this course, students should be able to do the following:
14.2 Learning Contents
Class Day and Time: Section 1: Mondays 1 PM-4PM, Section 2: Fridays 1PM - 4PM, unless otherwise indicated below.
14.3 Method
 Lecture and discussion
 Brainstorming and discussion of case study to students
 Project based assignment
14.4 Media
 PowerPoint media delivered by the course management system
 Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: course management system
14.5.2 Learning Management System: course management system
14.6 Evaluation
Mid-Term Examination (40%), Final Examination (40%), Attendance (10%), Assignments (10%).
Attendance is compulsory and attendance information is collected at the beginning of each class. By the university regulations, 80% or more attendance is required to pass the course.
Being late, leaving in the middle of the class or disturbing the class by chatting, using one's phone is not allowed. For absences, a valid, documented reason is required.
Attendance in exams is required and passing both the midterm exam and the final exam is required to pass the course.
14.7 Class Rules and Etiquette
Students must not arrive later than 10 minutes after the class started. Students who fail to arrive in time or leave without permission will not receive attendance points for the lecture. Being late (30 min or more) means a deduction of character points.
Assignments must be submitted in time. No assignment points for late submissions.
14.8 Rules and Regulations for AI Usage
When you use AI in information gathering, ensure information usage is from credible and reliable sources.
AI tools can be used for grammar checking, proofreading and editing drafts, but review suggestions critically and make your own final edits.
For outline structures for papers and projects, ensure the final works reflect your thought, Al should be used just for the starting point.
In using AI for assignment completion, only submit the work that represents your own understanding and effort. If you submit assignment answers generated by an AI, the instructor will grade them using an AI.
AI tools cannot be used in the exam, unless explicitly allowed by the instructor, it should be your own work.
Avoid copying AI generated content directly into your assignment without proper attribution.",MN
